target,Treatment,sex,ID,log_fold_change
NR1H2,ecig3,f,22,0.054333746801379694
NR1H2,ecig3,f,23,-0.16080667152974965
NR1H2,ecig3,f,24,-0.22651549898328233
NR1H2,ecig6,f,25,-0.0369507094957642
NR1H2,ecig6,f,26,0.03596429440597294
NR1H2,ecig6,f,27,-0.07911748613839625
NR1H3,control,m,2,-0.038577234768335814
NR1H3,control,m,3,0.029698475458225033
NR1H3,control,m,4,0.0024653152524912662
NR1H3,ecig0,m,5,0.2349467471018413
NR1H3,ecig0,m,6,0.3515693797820148
NR1H3,ecig0,m,7,-0.36935694119580387
NR1H3,ecig3,m,8,-0.3722377982543082
NR1H3,ecig3,m,9,-0.17536418109006455
NR1H3,ecig3,m,10,-0.3001110112932174
NR1H3,ecig3,m,11,-0.2341854422428062
NR1H3,ecig6,m,12,0.08297620903481656
NR1H3,ecig6,m,13,0.031640961814246076
NR1H3,ecig6,m,14,0.41433437470195134
NR1H3,control,f,15,0
NR1H3,control,f,16,0.005681820756159474
NR1H3,control,f,17,0.0559282424824138
NR1H3,ecig0,f,18,0.18238341791095977
NR1H3,ecig0,f,19,0.1943576686664836
NR1H3,ecig0,f,20,0.20684812565857152
NR1H3,ecig3,f,21,-0.2182937677417093
NR1H3,ecig3,f,22,-0.02564540759660551
NR1H3,ecig3,f,23,-0.19344554777962095
NR1H3,ecig3,f,24,-0.24017864842647885
NR1H3,ecig6,f,25,-0.190456741364672
NR1H3,ecig6,f,26,-0.18306181910918692
NR1H3,ecig6,f,27,-0.217679786962552
NR1H4,control,m,2,0.09901183607983792
NR1H4,control,m,3,0.6717891345795888
NR1H4,control,m,4,-0.6556220778384562
NR1H4,ecig0,m,5,0.8922334004043216
NR1H4,ecig0,m,6,1.3712681520743322
NR1H4,ecig0,m,7,1.0520455892403962
NR1H4,ecig3,m,8,0.6028709059302818
NR1H4,ecig3,m,9,0.6498315852538635
NR1H4,ecig3,m,10,0.7638015416122464
NR1H4,ecig3,m,11,-0.16306981503715068
NR1H4,ecig6,m,12,0.0832949998002241
NR1H4,ecig6,m,13,-0.009447525383918163
NR1H4,ecig6,m,14,0.5054143112200413
NR1H4,control,f,15,0
NR1H4,control,f,16,0.759187895692701
NR1H4,control,f,17,-0.19306600916108757
NR1H4,ecig0,f,18,0.46491542137138514
NR1H4,ecig0,f,19,1.046560943131396
NR1H4,ecig0,f,20,0.49261800775235887
NR1H4,ecig3,f,21,-0.23764066453303853
NR1H4,ecig3,f,22,0.6023946764771416
NR1H4,ecig3,f,23,0.3426431179385882
NR1H4,ecig3,f,24,0.18833484113123689
NR1H4,ecig6,f,25,-0.540607908631115
NR1H4,ecig6,f,26,-0.04160601796670873
NR1H4,ecig6,f,27,1.2378441924521633
NR1I2,control,m,2,-0.5623429365840459
NR1I2,control,m,3,-0.0759368634102102
NR1I2,control,m,4,-0.0738174918287361
NR1I2,ecig0,m,5,0.8268328276663481
NR1I2,ecig0,m,6,0.574547114050256
NR1I2,ecig0,m,7,0.6192108140949234
NR1I2,ecig3,m,8,0.2980328808211511
NR1I2,ecig3,m,9,0.15052818294580075
NR1I2,ecig3,m,10,0.21302201004564306
NR1I2,ecig3,m,11,0.15582631086948626
NR1I2,ecig6,m,12,0.2810072865323867
NR1I2,ecig6,m,13,-0.2975464765541584
NR1I2,ecig6,m,14,-0.05488228365947948
NR1I2,control,f,15,0
NR1I2,control,f,16,-0.11524403571203096
NR1I2,control,f,17,-0.11911949587620904
NR1I2,ecig0,f,18,0.3185477137896564
NR1I2,ecig0,f,19,0.4784809166839882
NR1I2,ecig0,f,20,0.2495648841032813
NR1I2,ecig3,f,21,0.18316103859575794
NR1I2,ecig3,f,22,0.027546592637220025
NR1I2,ecig3,f,23,0.13855260765829552
NR1I2,ecig3,f,24,-0.2160869168434954
NR1I2,ecig6,f,25,-0.3459844906844605
NR1I2,ecig6,f,26,0.017326323254432712
NR1I2,ecig6,f,27,0.24331423706731564
NR1I3,control,m,2,0.3687076194951565
NR1I3,control,m,3,0.2779163707429088
NR1I3,control,m,4,0.26241705873816057
NR1I3,ecig0,m,5,0.5089255852954646
NR1I3,ecig0,m,6,0.9919089474185999
NR1I3,ecig0,m,7,0.41734130312263923
NR1I3,ecig3,m,8,0.18418213234105063
NR1I3,ecig3,m,9,0.1986315721329223
NR1I3,ecig3,m,10,0.1334886810712367
NR1I3,ecig3,m,11,-0.025756186635009264
NR1I3,ecig6,m,12,0.4120528683648151
NR1I3,ecig6,m,13,0.3659958810882162
NR1I3,ecig6,m,14,0.8459030176856615
NR1I3,control,f,15,0
NR1I3,control,f,16,0.2745208728038179
NR1I3,control,f,17,0.08446287577140243
NR1I3,ecig0,f,18,0.7015367381331049
NR1I3,ecig0,f,19,0.6980263069416696
NR1I3,ecig0,f,20,0.7565078256413046
NR1I3,ecig3,f,21,0.1085606881602978
NR1I3,ecig3,f,22,-0.050115232854143446
NR1I3,ecig3,f,23,1.8055779139922827e-4
NR1I3,ecig3,f,24,0.010761160078997757
NR1I3,ecig6,f,25,-0.020415432863937995
NR1I3,ecig6,f,26,0.08010040928023966
NR1I3,ecig6,f,27,0.6133499406973425
NR2C1,control,m,2,0.013146943206631269
NR2C1,control,m,3,0.13171001523885612
NR2C1,control,m,4,0.02082724189800613
NR2C1,ecig0,m,5,-0.5804194867936708
NR2C1,ecig0,m,6,-0.8533937878917652
NR2C1,ecig0,m,7,-1.6325889799802822
NR2C1,ecig3,m,8,0.13050457072421937
NR2C1,ecig3,m,9,0.11605513093234777
NR2C1,ecig3,m,10,0.06265240970155792
NR2C1,ecig3,m,11,0.1538644983877444
NR2C1,ecig6,m,12,0.00964740930103917
NR2C1,ecig6,m,13,-0.38516065473216876
NR2C1,ecig6,m,14,-0.11063303885644833
NR2C1,control,f,15,0
NR2C1,control,f,16,0.0930012905684145
NR2C1,control,f,17,-0.034450595175774965
NR2C1,ecig0,f,18,0.36794252165817676
NR2C1,ecig0,f,19,-0.031962401643615426
NR2C1,ecig0,f,20,-0.12858056760993314
NR2C1,ecig3,f,21,0.00768643970328438
NR2C1,ecig3,f,22,0.1334898851912185
NR2C1,ecig3,f,23,0.13517354595696746
NR2C1,ecig3,f,24,0.07212221130515666
NR2C1,ecig6,f,25,-0.21557348008289268
NR2C1,ecig6,f,26,-0.03191225004633779
NR2C1,ecig6,f,27,-0.1499287720184349
NR2C2,control,m,2,0.03522207484866255
NR2C2,control,m,3,0.3620563617409608
NR2C2,control,m,4,0.2569139293874279
NR2C2,ecig0,m,5,-0.17897341032607628
NR2C2,ecig0,m,6,-0.0393466674372525
NR2C2,ecig0,m,7,-1.2095154034742088
NR2C2,ecig3,m,8,0.4049054529717655
NR2C2,ecig3,m,9,0.15956600650562044
NR2C2,ecig3,m,10,0.16335898445098734
NR2C2,ecig3,m,11,0.19677331396968842
NR2C2,ecig6,m,12,0.06060426181706033
NR2C2,ecig6,m,13,-0.21172282479035628
NR2C2,ecig6,m,14,0.35693879160867453
NR2C2,control,f,15,0
NR2C2,control,f,16,0.14156555667889867
NR2C2,control,f,17,0.130206189792519
NR2C2,ecig0,f,18,0.3423140319473285
NR2C2,ecig0,f,19,0.044091923670902346
NR2C2,ecig0,f,20,0.25336328058857033
NR2C2,ecig3,f,21,0.2004889272061683
NR2C2,ecig3,f,22,0.13546765226273189
NR2C2,ecig3,f,23,0.26107904061343284
NR2C2,ecig3,f,24,0.05040229505800935
NR2C2,ecig6,f,25,-0.43142583435376664
NR2C2,ecig6,f,26,0.061730053794845044
NR2C2,ecig6,f,27,0.02008333657272177
NR2E3,control,m,2,0.08103582988876412
NR2E3,control,m,3,0.5474297299808536
NR2E3,control,m,4,0.12925794530617699
NR2E3,ecig0,m,5,1.6771134235489549
NR2E3,ecig0,m,6,2.1561481752189655
NR2E3,ecig0,m,7,1.3769529831304481
NR2E3,ecig3,m,8,0.8197073272569823
NR2E3,ecig3,m,9,1.3242335999898154
NR2E3,ecig3,m,10,0.37556767165434424
NR2E3,ecig3,m,11,0.586288668619132
NR2E3,ecig6,m,12,0.8681750229448572
NR2E3,ecig6,m,13,0.775432497760715
NR2E3,ecig6,m,14,1.2902943343646742
NR2E3,control,f,15,0
NR2E3,control,f,16,0.1974984350232442
NR2E3,control,f,17,0.03055111281794454
NR2E3,ecig0,f,18,1.249795444516018
NR2E3,ecig0,f,19,1.0909740056016728
NR2E3,ecig0,f,20,1.2774980308969919
NR2E3,ecig3,f,21,1.040616684425016
NR2E3,ecig3,f,22,0.634614820003045
NR2E3,ecig3,f,23,0.6941943757148642
NR2E3,ecig3,f,24,0.9294300514065449
NR2E3,ecig6,f,25,0.2442721145135181
NR2E3,ecig6,f,26,0.4910301347312308
NR2E3,ecig6,f,27,0.2985101939822765
NR2F1,control,m,2,0.14444599229540733
NR2F1,control,m,3,0.23254783906639417
NR2F1,control,m,4,-0.06365833153506828
NR2F1,ecig0,m,5,0.27141081150661445
NR2F1,ecig0,m,6,-0.7010403998762547
NR2F1,ecig0,m,7,-0.49306792718387843
NR2F1,ecig3,m,8,-0.06392859626517673
NR2F1,ecig3,m,9,0.16063978050015396
NR2F1,ecig3,m,10,-0.01678729894419696
NR2F1,ecig3,m,11,-0.05321192841953931
NR2F1,ecig6,m,12,0.038523410605110935
NR2F1,ecig6,m,13,-0.6198821711912531
NR2F1,ecig6,m,14,0.09734527381784351
NR2F1,control,f,15,0
NR2F1,control,f,16,0.13941770765983563
NR2F1,control,f,17,0.08985311887376167
NR2F1,ecig0,f,18,0.35521738168146877
NR2F1,ecig0,f,19,0.17951688988024864
NR2F1,ecig0,f,20,0.05826182700879985
NR2F1,ecig3,f,21,-0.14271687600031555
NR2F1,ecig3,f,22,0.12560711372476174
NR2F1,ecig3,f,23,-0.02300055805470154
NR2F1,ecig3,f,24,-0.039203497571314194
NR2F1,ecig6,f,25,-0.3809482215908443
NR2F1,ecig6,f,26,-0.5124097064652795
NR2F1,ecig6,f,27,-0.26089023460015226
NR2F2,control,m,2,-0.029250723442674913
NR2F2,control,m,3,-0.07422761509483021
NR2F2,control,m,4,0.01448785121931811
NR2F2,ecig0,m,5,-0.18339794920234626
NR2F2,ecig0,m,6,-0.4256689969226891
NR2F2,ecig0,m,7,-2.0362298661462614
NR2F2,ecig3,m,8,-0.17807495620101926
NR2F2,ecig3,m,9,-0.22714284549424824
NR2F2,ecig3,m,10,-0.174884038246981
NR2F2,ecig3,m,11,-0.14538309867191007
NR2F2,ecig6,m,12,0.11181518364941995
NR2F2,ecig6,m,13,-0.1395605162897791
NR2F2,ecig6,m,14,0.08510840449410288
NR2F2,control,f,15,0
NR2F2,control,f,16,-0.22746199749565055
NR2F2,control,f,17,-0.11934496734296107
NR2F2,ecig0,f,18,-0.313631231694474
NR2F2,ecig0,f,19,0.06314290797649244
NR2F2,ecig0,f,20,0.011356838234416468
NR2F2,ecig3,f,21,-0.14884765289200802
NR2F2,ecig3,f,22,-0.21619137425199225
NR2F2,ecig3,f,23,-0.1420669522396763
NR2F2,ecig3,f,24,-0.2976717652383527
NR2F2,ecig6,f,25,-0.2371163906925894
NR2F2,ecig6,f,26,-0.3666377372449704
NR2F2,ecig6,f,27,-0.31320804372656935
NR2F6,control,m,2,0.09692027966996629
NR2F6,control,m,3,0.14662785770398112
NR2F6,control,m,4,0.07069406479972834
NR2F6,ecig0,m,5,0.13373414092970237
NR2F6,ecig0,m,6,0.31048360185381224
NR2F6,ecig0,m,7,-0.36763354447062707
NR2F6,ecig3,m,8,0.0885701892382404
NR2F6,ecig3,m,9,0.04883422981059549
NR2F6,ecig3,m,10,-0.004267461424531126
NR2F6,ecig3,m,11,0.020718028215578835
NR2F6,ecig6,m,12,0.22375409062705992
NR2F6,ecig6,m,13,0.171693060086944
NR2F6,ecig6,m,14,0.22338954330231042
NR2F6,control,f,15,0
NR2F6,control,f,16,-0.0032951947445356193
NR2F6,control,f,17,0.08082884166374692
NR2F6,ecig0,f,18,0.24929034474723688
NR2F6,ecig0,f,19,0.19547238274042775
NR2F6,ecig0,f,20,0.2483842444602884
NR2F6,ecig3,f,21,-0.009440962930012996
NR2F6,ecig3,f,22,0.14941979050176563
NR2F6,ecig3,f,23,-0.12083681179547294
NR2F6,ecig3,f,24,0.10112946168733809
NR2F6,ecig6,f,25,-7.572710570919105e-4
NR2F6,ecig6,f,26,0.042898219326097914
NR2F6,ecig6,f,27,-0.10214959213664196
NR3C1,control,m,2,-0.035690658139914386
NR3C1,control,m,3,0.13498552262167626
NR3C1,control,m,4,0.11693738964364124
NR3C1,ecig0,m,5,-0.33342076299142615
NR3C1,ecig0,m,6,-0.03938820957665511
NR3C1,ecig0,m,7,-1.3312049730414
NR3C1,ecig3,m,8,0.12294028899317419
NR3C1,ecig3,m,9,-0.043529298609006534
NR3C1,ecig3,m,10,0.04093971817430646
NR3C1,ecig3,m,11,0.12251884699924558
NR3C1,ecig6,m,12,-0.018525385933161637
NR3C1,ecig6,m,13,-0.35299198733552345
NR3C1,ecig6,m,14,0.19733389202761328
NR3C1,control,f,15,0
NR3C1,control,f,16,-0.011167430161145143
NR3C1,control,f,17,-0.04824469266708511
NR3C1,ecig0,f,18,-0.03570980364763882
NR3C1,ecig0,f,19,-0.12826009107654945
NR3C1,ecig0,f,20,-0.06173565295276345
NR3C1,ecig3,f,21,0.044837153528167105
NR3C1,ecig3,f,22,-0.10381386657067146
NR3C1,ecig3,f,23,0.017291704804931144
NR3C1,ecig3,f,24,-0.09895403832067083
NR3C1,ecig6,f,25,-0.40455138149086556
NR3C1,ecig6,f,26,-0.32342849372735405
NR3C1,ecig6,f,27,-0.20592125430192226
NR3C2,control,m,2,-0.47439943159077846
NR3C2,control,m,3,-0.2774963134869593
NR3C2,control,m,4,-0.15356786343001683
NR3C2,ecig0,m,5,-0.3978282377737048
NR3C2,ecig0,m,6,0.22180106822118942
NR3C2,ecig0,m,7,-0.6979886781922114
NR3C2,ecig3,m,8,0.3871853222770039
NR3C2,ecig3,m,9,0.308616493408705
NR3C2,ecig3,m,10,0.3112053513714157
NR3C2,ecig3,m,11,0.09085139454538162
NR3C2,ecig6,m,12,-0.3711666733237354
NR3C2,ecig6,m,13,-0.2153089951287012
NR3C2,ecig6,m,14,-0.24130022598432527
NR3C2,control,f,15,0
NR3C2,control,f,16,0.16411059614416
NR3C2,control,f,17,0.1922791769584225
NR3C2,ecig0,f,18,-0.19777863374320906
NR3C2,ecig0,f,19,0.03120934500646283
NR3C2,ecig0,f,20,-0.21737990088087275
NR3C2,ecig3,f,21,0.15476939455471014
NR3C2,ecig3,f,22,0.06918686781743572
NR3C2,ecig3,f,23,0.09939884024226434
NR3C2,ecig3,f,24,-0.08867567014871959
NR3C2,ecig6,f,25,-0.20662536346178112
NR3C2,ecig6,f,26,-0.11218611281007722
NR3C2,ecig6,f,27,-0.37264882461038806
NR4A1,control,m,2,-0.45709110993008606
NR4A1,control,m,3,-0.5878200082070745
NR4A1,control,m,4,-0.6157238632431484
NR4A1,ecig0,m,5,-0.9883849698773597
NR4A1,ecig0,m,6,-1.1229878231685484
NR4A1,ecig0,m,7,-2.902550845347824
NR4A1,ecig3,m,8,-0.7700934899636175
NR4A1,ecig3,m,9,-0.9263280577132242
NR4A1,ecig3,m,10,-0.7834592217710982
NR4A1,ecig3,m,11,-0.7982096915586342
NR4A1,ecig6,m,12,-0.7557565751841256
NR4A1,ecig6,m,13,-1.2112673378429746
NR4A1,ecig6,m,14,-0.6475615782625603
NR4A1,control,f,15,0
NR4A1,control,f,16,-0.2631587364414767
NR4A1,control,f,17,-0.1983081455055798
NR4A1,ecig0,f,18,-1.1476447686713909
NR4A1,ecig0,f,19,-0.6646332301406616
NR4A1,ecig0,f,20,-0.8542756853670619
NR4A1,ecig3,f,21,-1.105535428551932
NR4A1,ecig3,f,22,-0.7204915734580813
NR4A1,ecig3,f,23,-1.0931880812197816
NR4A1,ecig3,f,24,-1.2051176562675538
NR4A1,ecig6,f,25,-0.7544081414215491
NR4A1,ecig6,f,26,-0.8651918758938254
NR4A1,ecig6,f,27,-0.8550825059614405
NR5A1,control,m,2,0.24161125017584484
NR5A1,control,m,3,0.5474297299808536
NR5A1,control,m,4,0.7861144267448531
NR5A1,ecig0,m,5,1.6771134235489549
NR5A1,ecig0,m,6,2.1561481752189655
NR5A1,ecig0,m,7,1.3769529831304481
NR5A1,ecig3,m,8,-9.004409230301871e-4
NR5A1,ecig3,m,9,0.5024217118271466
NR5A1,ecig3,m,10,-0.13106581104813603
NR5A1,ecig3,m,11,0.007709016952958847
NR5A1,ecig6,m,12,0.8681750229448572
NR5A1,ecig6,m,13,0.775432497760715
NR5A1,ecig6,m,14,1.2902943343646742
NR5A1,control,f,15,0
NR5A1,control,f,16,0.1974984350232442
NR5A1,control,f,17,0.042875280840427576
NR5A1,ecig0,f,18,1.249795444516018
NR5A1,ecig0,f,19,1.0909740056016728
NR5A1,ecig0,f,20,1.2774980308969919
NR5A1,ecig3,f,21,0.2238976217289907
NR5A1,ecig3,f,22,0.16666007938343746
NR5A1,ecig3,f,23,0.44344692537661556
NR5A1,ecig3,f,24,0.7967411468277873
NR5A1,ecig6,f,25,0.6336219026653452
NR5A1,ecig6,f,26,0.4910301347312308
NR5A1,ecig6,f,27,1.0885254878229425
NR6A1,control,m,2,-0.124612510619089
NR6A1,control,m,3,0.07844275750611523
NR6A1,control,m,4,-0.07806923948749385
NR6A1,ecig0,m,5,0.41143672016968946
NR6A1,ecig0,m,6,-0.5502824708377627
NR6A1,ecig0,m,7,0.8509909664663747
NR6A1,ecig3,m,8,0.011270803861655633
NR6A1,ecig3,m,9,-0.09860514455569698
NR6A1,ecig3,m,10,0.04546781136908443
NR6A1,ecig3,m,11,-0.04213191736913419
NR6A1,ecig6,m,12,0.06682564873744765
NR6A1,ecig6,m,13,-0.38293243070426314
NR6A1,ecig6,m,14,0.2878307334441027
NR6A1,control,f,15,0
NR6A1,control,f,16,-0.10211491348114267
NR6A1,control,f,17,-0.20972260088116695
NR6A1,ecig0,f,18,0.2898083801036165
NR6A1,ecig0,f,19,0.26635742096940296
NR6A1,ecig0,f,20,0.2739997898813226
NR6A1,ecig3,f,21,-0.04818954397188106
NR6A1,ecig3,f,22,3.16322319443147e-4
NR6A1,ecig3,f,23,-0.0077624196741902015
NR6A1,ecig3,f,24,-0.18736564495719463
NR6A1,ecig6,f,25,-0.25598946627074215
NR6A1,ecig6,f,26,-0.09014620167753856
NR6A1,ecig6,f,27,-0.3488999661924643
NRIP1,control,m,2,-0.05755717599494996
NRIP1,control,m,3,-0.03669278699547898
NRIP1,control,m,4,-0.01596042975210592
NRIP1,ecig0,m,5,-0.2538398712777042
NRIP1,ecig0,m,6,-0.8640511528282567
NRIP1,ecig0,m,7,-1.6432463449167738
NRIP1,ecig3,m,8,0.24748392394925572
NRIP1,ecig3,m,9,0.2098551744912581
NRIP1,ecig3,m,10,0.3554332803943592
NRIP1,ecig3,m,11,0.35392813041603954
NRIP1,ecig6,m,12,-0.19453461409793435
NRIP1,ecig6,m,13,-0.5691191819924398
NRIP1,ecig6,m,14,-0.734271462333596
NRIP1,control,f,15,0
NRIP1,control,f,16,-0.10702320756044356
NRIP1,control,f,17,0.02931658880572696
NRIP1,ecig0,f,18,0.12315215390412365
NRIP1,ecig0,f,19,0.1734911724570429
NRIP1,ecig0,f,20,0.2771988356452436
NRIP1,ecig3,f,21,0.18744680264402647
NRIP1,ecig3,f,22,0.054644710786900544
NRIP1,ecig3,f,23,0.31818292564091183
NRIP1,ecig3,f,24,0.19233342256364191
NRIP1,ecig6,f,25,-0.5838520716282289
NRIP1,ecig6,f,26,-0.6221080471851905
NRIP1,ecig6,f,27,-0.36104562342751917
PGR,control,m,2,0.05184495120922822
PGR,control,m,3,0.14534426580247015
PGR,control,m,4,0.19626932955094883
PGR,ecig0,m,5,-0.060581022301392985
PGR,ecig0,m,6,0.26652298746701725
PGR,ecig0,m,7,-0.1966448945735379
PGR,ecig3,m,8,0.1293353702210607
PGR,ecig3,m,9,-0.10426390641418866
PGR,ecig3,m,10,-0.02340724957884354
PGR,ecig3,m,11,-0.08963384862491905
PGR,ecig6,m,12,0.10557272462933691
PGR,ecig6,m,13,-0.22205929175147057
PGR,ecig6,m,14,0.34037431506726784
PGR,control,f,15,0
PGR,control,f,16,0.08139447702559917
PGR,control,f,17,-0.11132793649843811
PGR,ecig0,f,18,0.3490444605903839
PGR,ecig0,f,19,0.24773901676758184
PGR,ecig0,f,20,0.03308006581151736
PGR,ecig3,f,21,-0.06362726523951742
PGR,ecig3,f,22,-0.18090915361019477
PGR,ecig3,f,23,-0.366350554629107
PGR,ecig3,f,24,-0.35269884432574455
PGR,ecig6,f,25,-0.47384427207277474
PGR,ecig6,f,26,-0.180423893257184
PGR,ecig6,f,27,0.04808966221931924
PPARA,control,m,2,-0.1155837179591389
PPARA,control,m,3,-0.11098668889535365
PPARA,control,m,4,-0.06217876910637969
PPARA,ecig0,m,5,0.09622821170993456
PPARA,ecig0,m,6,0.3866607474065609
PPARA,ecig0,m,7,-1.2566139545358044
PPARA,ecig3,m,8,-0.17836364396686044
PPARA,ecig3,m,9,-0.24579436299559126
PPARA,ecig3,m,10,-0.08546578730495524
PPARA,ecig3,m,11,-0.15259547633802276
PPARA,ecig6,m,12,0.1072470534652204
PPARA,ecig6,m,13,-0.23030390127271527
PPARA,ecig6,m,14,-0.17841295268014998
PPARA,control,f,15,0
PPARA,control,f,16,-0.15643366898873737
PPARA,control,f,17,-0.13500936419733128
PPARA,ecig0,f,18,0.1518944978901212
PPARA,ecig0,f,19,-0.3756031931938338
PPARA,ecig0,f,20,0.037962772341187306
PPARA,ecig3,f,21,-0.23316495055750552
PPARA,ecig3,f,22,-0.17482021988789986
PPARA,ecig3,f,23,-0.27395300981999626
PPARA,ecig3,f,24,-0.32524490872118933
PPARA,ecig6,f,25,-0.24314301120578205
PPARA,ecig6,f,26,-0.2654865411919459
PPARA,ecig6,f,27,0.13869938988418226
PPARD,control,m,2,-0.02114910316937004
PPARD,control,m,3,-0.14016341916509384
PPARD,control,m,4,-0.09160083882258582
PPARD,ecig0,m,5,-0.11250899758342665
PPARD,ecig0,m,6,-0.2319549905929345
PPARD,ecig0,m,7,-1.6820725916975228
PPARD,ecig3,m,8,-0.10832690826566567
PPARD,ecig3,m,9,-0.21278431676106652
PPARD,ecig3,m,10,-0.21651708870729977
PPARD,ecig3,m,11,-0.2562530481349457
PPARD,ecig6,m,12,0.11452084125044851
PPARD,ecig6,m,13,-0.1444844639288536
PPARD,ecig6,m,14,0.001576494087292588
PPARD,control,f,15,0
PPARD,control,f,16,-0.24680558295702626
PPARD,control,f,17,-0.15070416508126477
PPARD,ecig0,f,18,-0.006231140292247473
PPARD,ecig0,f,19,0.08519335515887952
PPARD,ecig0,f,20,-0.43253597277177674
PPARD,ecig3,f,21,-0.33285585010156443
PPARD,ecig3,f,22,-0.3410029259042142
PPARD,ecig3,f,23,-0.44871175938278196
PPARD,ecig3,f,24,-0.41442414184665705
PPARD,ecig6,f,25,-0.052993501054684776
PPARD,ecig6,f,26,-0.1549549494440369
PPARD,ecig6,f,27,-0.34703388124934365
PPARG,control,m,2,-0.002657432595723176
PPARG,control,m,3,0.10006995651459794
PPARG,control,m,4,0.041463149130767506
PPARG,ecig0,m,5,0.10708154717360377
PPARG,ecig0,m,6,0.25432495101271757
PPARG,ecig0,m,7,-0.19648384352585793
PPARG,ecig3,m,8,-0.10353451073469581
PPARG,ecig3,m,9,-0.17277140973741054
PPARG,ecig3,m,10,-0.025086093864661162
PPARG,ecig3,m,11,-0.05970454336601963
PPARG,ecig6,m,12,0.049989643139952085
PPARG,ecig6,m,13,-0.17638882698930583
PPARG,ecig6,m,14,0.17425994285996887
PPARG,control,f,15,0
PPARG,control,f,16,-0.03475794680134834
PPARG,control,f,17,0.05094228266423079
PPARG,ecig0,f,18,0.21752385342479819
PPARG,ecig0,f,19,0.1638470744859552
PPARG,ecig0,f,20,-0.03137135935012843
PPARG,ecig3,f,21,0.015275405893972653
PPARG,ecig3,f,22,-0.17495026484602672
PPARG,ecig3,f,23,-0.17716765179408792
PPARG,ecig3,f,24,-0.18223308353112447
PPARG,ecig6,f,25,-0.24894536437220638
PPARG,ecig6,f,26,-0.17782118791467355
PPARG,ecig6,f,27,-0.07734080710398776
PPARGC1A,control,m,2,-0.3191892689164158
PPARGC1A,control,m,3,-0.038174456634137266
PPARGC1A,control,m,4,-0.10848350406940806
PPARGC1A,ecig0,m,5,0.05828097251652536
PPARGC1A,ecig0,m,6,-0.056755232086500254
PPARGC1A,ecig0,m,7,-1.4044226927067756
PPARGC1A,ecig3,m,8,-0.0013610168163957828
PPARGC1A,ecig3,m,9,0.14072514113700377
PPARGC1A,ecig3,m,10,0.13548721921245094
PPARGC1A,ecig3,m,11,0.08340902996258162
PPARGC1A,ecig6,m,12,-0.1898099483159879
PPARGC1A,ecig6,m,13,-0.537625122816078
PPARGC1A,ecig6,m,14,0.018322190686089236
PPARGC1A,control,f,15,0
PPARGC1A,control,f,16,-0.05561691726089615
PPARGC1A,control,f,17,0.01733378879832691
PPARGC1A,ecig0,f,18,0.02679124817210147
PPARGC1A,ecig0,f,19,-0.09382165751259808
PPARGC1A,ecig0,f,20,0.42335612326000394
PPARGC1A,ecig3,f,21,-0.037790462771668386
PPARGC1A,ecig3,f,22,-0.08520419223872384
PPARGC1A,ecig3,f,23,0.07520867185069906
PPARGC1A,ecig3,f,24,0.011159723793257975
PPARGC1A,ecig6,f,25,-0.3707616675675697
PPARGC1A,ecig6,f,26,-0.2336216130609266
PPARGC1A,ecig6,f,27,0.003210605315754785
PPARGC1B,control,m,2,-0.14286817367613552
PPARGC1B,control,m,3,-0.14864463826293076
PPARGC1B,control,m,4,-0.31026300707298815
PPARGC1B,ecig0,m,5,0.7009718854492429
PPARGC1B,ecig0,m,6,0.7732684533278852
PPARGC1B,ecig0,m,7,-0.10897833717628158
PPARGC1B,ecig3,m,8,-0.240642836679794
PPARGC1B,ecig3,m,9,-0.6458292108435127
PPARGC1B,ecig3,m,10,-0.3536494970520523
PPARGC1B,ecig3,m,11,-0.3166228075853822
PPARGC1B,ecig6,m,12,0.06527293601981347
PPARGC1B,ecig6,m,13,-0.4384483825046144
PPARGC1B,ecig6,m,14,0.35647068996541714
PPARGC1B,control,f,15,0
PPARGC1B,control,f,16,-0.30604949022367944
PPARGC1B,control,f,17,-0.1735532448421481
PPARGC1B,ecig0,f,18,0.2129346511409018
PPARGC1B,ecig0,f,19,0.01320323581582165
PPARGC1B,ecig0,f,20,0.16776570235151228
PPARGC1B,ecig3,f,21,-0.2404318146528338
PPARGC1B,ecig3,f,22,-0.6915848670944514
PPARGC1B,ecig3,f,23,-0.7929612335842308
PPARGC1B,ecig3,f,24,-0.7854655866921969
PPARGC1B,ecig6,f,25,-0.3415629621081469
PPARGC1B,ecig6,f,26,-0.21430090587922132
PPARGC1B,ecig6,f,27,0.01296277305528573
PSMC3,control,m,2,0.008017994140508529
PSMC3,control,m,3,0.41013386234845545
PSMC3,control,m,4,0.21678542684543578
PSMC3,ecig0,m,5,0.4221235860457564
PSMC3,ecig0,m,6,0.7946473025899464
PSMC3,ecig0,m,7,0.026061611668610325
PSMC3,ecig3,m,8,0.23328975759370751
PSMC3,ecig3,m,9,0.38260063544304285
PSMC3,ecig3,m,10,0.141355196917928
PSMC3,ecig3,m,11,0.14737579683120752
PSMC3,ecig6,m,12,0.35304316243478756
PSMC3,ecig6,m,13,0.4114884371229446
PSMC3,ecig6,m,14,0.7102799737391678
PSMC3,control,f,15,0
PSMC3,control,f,16,0.158957865708381
PSMC3,control,f,17,0.2975373252422902
PSMC3,ecig0,f,18,0.3059450930211845
PSMC3,ecig0,f,19,0.2672063255571754
